id,status,category,category_in_india_portal,folder,folder_visibility,delta_returns_content,reason,fd_url,delta_url,title
80001140305,2,FAQs,false,Deposits & Withdrawals,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001140305,https://www.delta.exchange/support/solutions/articles/80001140305,How can I ensure I earn maker rebate on all my trades?
80001014518,2,FAQs,false,General,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014518,https://www.delta.exchange/support/solutions/articles/80001014518,What to expect during maintenance?
80001014519,2,FAQs,false,General,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014519,https://www.delta.exchange/support/solutions/articles/80001014519,Delta Exchange App Download
80001014520,2,FAQs,false,General,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014520,https://www.delta.exchange/support/solutions/articles/80001014520,Trading Credits Explained
80001014521,2,FAQs,false,General,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014521,https://www.delta.exchange/support/solutions/articles/80001014521,Manual KYC Submission Guide
80001014523,2,FAQs,false,General,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014523,https://www.delta.exchange/support/solutions/articles/80001014523,Paying trading fees in DETO
80001014524,2,FAQs,false,General,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014524,https://www.delta.exchange/support/solutions/articles/80001014524,Does Delta Exchange have an iOS or Android App?
80001014526,2,FAQs,false,General,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014526,https://www.delta.exchange/support/solutions/articles/80001014526,How do I tell if the email is from Delta Exchange or a phishing email?
80001140477,2,FAQs,false,General,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001140477,https://www.delta.exchange/support/solutions/articles/80001140477,Sub Accounts: How do they work?
80001140478,2,FAQs,false,General,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001140478,https://www.delta.exchange/support/solutions/articles/80001140478,Is Delta Exchange regulated?
80001140479,2,FAQs,false,General,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001140479,https://www.delta.exchange/support/solutions/articles/80001140479,Does Delta Exchange have an insurance fund?
80001193672,2,FAQs,false,General,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001193672,https://www.delta.exchange/support/solutions/articles/80001193672,Basic Troubleshooting for Website Users on Delta Exchange Global
80001202945,2,FAQs,false,General,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001202945,https://www.delta.exchange/support/solutions/articles/80001202945,Mark Price Chart vs Trade Price Chart
80001014510,2,FAQs,false,MOVE,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014510,https://www.delta.exchange/support/solutions/articles/80001014510,Changes in Options Symbology
80001014513,2,FAQs,false,MOVE,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014513,https://www.delta.exchange/support/solutions/articles/80001014513,When should you trade MOVE options?
80001014512,2,FAQs,false,MOVE,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014512,https://www.delta.exchange/support/solutions/articles/80001014512,Margin requirement for MOVE contracts
80001014514,2,FAQs,false,MOVE,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014514,https://www.delta.exchange/support/solutions/articles/80001014514,Types of MOVE contracts
80001014515,2,FAQs,false,MOVE,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014515,https://www.delta.exchange/support/solutions/articles/80001014515,Key terms for MOVE contracts
80001014516,2,FAQs,false,MOVE,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014516,https://www.delta.exchange/support/solutions/articles/80001014516,How is the profit/ loss for MOVE contracts calculated?
80001014517,2,FAQs,false,MOVE,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014517,https://www.delta.exchange/support/solutions/articles/80001014517,How to trade MOVE contracts?
80001014535,1,FAQs,false,Promotions,1,,draft (Freshdesk status != 2),https://deltaexchange.freshdesk.com/support/solutions/articles/80001014535,https://www.delta.exchange/support/solutions/articles/80001014535,VIP Program – Get up to 50% Fee Rebate
80001014539,2,FAQs,false,Fees,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014539,https://www.delta.exchange/support/solutions/articles/80001014539,How can I ensure I earn maker rebate on all my trades?
80001014540,2,FAQs,false,Fees,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014540,https://www.delta.exchange/support/solutions/articles/80001014540,Do you charge withdrawal fees?
80001014541,2,FAQs,false,Fees,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014541,https://www.delta.exchange/support/solutions/articles/80001014541,How are trading fees calculated?
80001140285,2,FAQs,false,Fees,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001140285,https://www.delta.exchange/support/solutions/articles/80001140285,Fees on Options and Futures Trading
80001140292,1,FAQs,false,Fees,1,,draft (Freshdesk status != 2),https://deltaexchange.freshdesk.com/support/solutions/articles/80001140292,https://www.delta.exchange/support/solutions/articles/80001140292,Decode Delta Cash
80001140299,2,FAQs,false,Fees,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001140299,https://www.delta.exchange/support/solutions/articles/80001140299,Hold DETO and Enjoy Free Withdrawals!
80001140302,2,FAQs,false,Fees,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001140302,https://www.delta.exchange/support/solutions/articles/80001140302,No Withdrawal Fees for DETO Holders
80001140306,2,FAQs,false,Fees,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001140306,https://www.delta.exchange/support/solutions/articles/80001140306,Do you charge withdrawal fees?
80001140307,2,FAQs,false,Fees,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001140307,https://www.delta.exchange/support/solutions/articles/80001140307,How are trading fees calculated?
80001014542,2,FAQs,false,Margin Trading FAQs,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014542,https://www.delta.exchange/support/solutions/articles/80001014542,Bracket orders deprecated. Reduce-only orders introduced.
80001014543,2,FAQs,false,Margin Trading FAQs,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014543,https://www.delta.exchange/support/solutions/articles/80001014543,Does Delta Exchange have an iOS or Android App?
80001014544,2,FAQs,false,Margin Trading FAQs,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014544,https://www.delta.exchange/support/solutions/articles/80001014544,How much margin is reserved while placing an order on Delta Exchange?
80001014545,2,FAQs,false,Margin Trading FAQs,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014545,https://www.delta.exchange/support/solutions/articles/80001014545,How to use Charting Tools to improve Technical Analysis
80001014546,2,FAQs,false,Margin Trading FAQs,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014546,https://www.delta.exchange/support/solutions/articles/80001014546,Delta Exchange Calculator: Features to Improve Trading
80001014547,2,FAQs,false,Margin Trading FAQs,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014547,https://www.delta.exchange/support/solutions/articles/80001014547,How are Stop Orders Margined on Delta Exchange?
80001014548,2,FAQs,false,Margin Trading FAQs,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014548,https://www.delta.exchange/support/solutions/articles/80001014548,What happens to Open Orders when a Position is liquidated?
80001014549,2,FAQs,false,Margin Trading FAQs,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014549,https://www.delta.exchange/support/solutions/articles/80001014549,"Time in Force Flags on Delta Exchange – FOK, IOC, GTC"
80001014550,2,FAQs,false,Margin Trading FAQs,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014550,https://www.delta.exchange/support/solutions/articles/80001014550,Understanding Contract Symbols on Delta Exchange
80001014554,2,FAQs,false,Margin Trading FAQs,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014554,https://www.delta.exchange/support/solutions/articles/80001014554,What happens to Open Orders when a Position is liquidated?
80001014556,2,FAQs,false,Margin Trading FAQs,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014556,https://www.delta.exchange/support/solutions/articles/80001014556,"Time in Force Flags on Delta Exchange – FOK, IOC, GTC"
80001014558,2,FAQs,false,Margin Trading FAQs,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014558,https://www.delta.exchange/support/solutions/articles/80001014558,Understanding Contract Symbols on Delta Exchange
80001140480,2,FAQs,false,Margin Trading FAQs,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001140480,https://www.delta.exchange/support/solutions/articles/80001140480,How to Close an Open Position on Delta Exchange
80001014551,2,FAQs,false,Perpetual Contracts Trading,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014551,https://www.delta.exchange/support/solutions/articles/80001014551,Summary of changes made to funding mechanism for perpetual contracts
80001014552,2,FAQs,false,Perpetual Contracts Trading,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014552,https://www.delta.exchange/support/solutions/articles/80001014552,Are there any limits on funding?
80001014553,2,FAQs,false,Perpetual Contracts Trading,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014553,https://www.delta.exchange/support/solutions/articles/80001014553,How can I see the history of funding for any contract?
80001014555,2,FAQs,false,Perpetual Contracts Trading,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014555,https://www.delta.exchange/support/solutions/articles/80001014555,What is funding?
80001014560,2,FAQs,false,Perpetual Contracts Trading,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014560,https://www.delta.exchange/support/solutions/articles/80001014560,Summary of changes made to funding mechanism for perpetual contracts
80001014562,2,FAQs,false,Perpetual Contracts Trading,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014562,https://www.delta.exchange/support/solutions/articles/80001014562,Are there any limits on funding?
80001014563,2,FAQs,false,Perpetual Contracts Trading,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014563,https://www.delta.exchange/support/solutions/articles/80001014563,How can I see the history of funding for any contract?
80001014565,2,FAQs,false,Perpetual Contracts Trading,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014565,https://www.delta.exchange/support/solutions/articles/80001014565,What is funding?
80001014561,2,FAQs,false,Latest Announcements,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014561,https://www.delta.exchange/support/solutions/articles/80001014561,Trading Fees Change Announcement
80001014564,2,FAQs,false,Latest Announcements,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014564,https://www.delta.exchange/support/solutions/articles/80001014564,Contract discontinuations & new listing announcement
80001014566,2,FAQs,false,Latest Announcements,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014566,https://www.delta.exchange/support/solutions/articles/80001014566,Latest Technical Updates
80001014567,2,FAQs,false,Latest Announcements,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014567,https://www.delta.exchange/support/solutions/articles/80001014567,Notice about the upcoming Ethereum London Hard Fork
80001014568,2,FAQs,false,Latest Announcements,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014568,https://www.delta.exchange/support/solutions/articles/80001014568,Delta Exchange first anniversary offer
80001014570,2,FAQs,false,Account Management,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014570,https://www.delta.exchange/support/solutions/articles/80001014570,FAQs on 2FA
80001014572,2,FAQs,false,Account Management,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014572,https://www.delta.exchange/support/solutions/articles/80001014572,Individual KYC – User Guide
80001014574,2,FAQs,false,Account Management,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014574,https://www.delta.exchange/support/solutions/articles/80001014574,Institutional Account KYC
80001014575,2,FAQs,false,Account Management,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014575,https://www.delta.exchange/support/solutions/articles/80001014575,Individual Account KYC
80001014577,2,FAQs,false,Account Management,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014577,https://www.delta.exchange/support/solutions/articles/80001014577,Why can’t I log in to my account?
80001014580,2,FAQs,false,Account Management,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014580,https://www.delta.exchange/support/solutions/articles/80001014580,FAQs on 2FA
80001014581,2,FAQs,false,Account Management,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014581,https://www.delta.exchange/support/solutions/articles/80001014581,Can I change my email address after registration?
80001014582,2,FAQs,false,Account Management,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014582,https://www.delta.exchange/support/solutions/articles/80001014582,Individual KYC – User Guide
80001140131,2,FAQs,false,Account Management,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001140131,https://www.delta.exchange/support/solutions/articles/80001140131,Sub Accounts: How do they work?
80001140132,2,FAQs,false,Account Management,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001140132,https://www.delta.exchange/support/solutions/articles/80001140132,KYC - Guidelines
80001140139,2,FAQs,false,Account Management,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001140139,https://www.delta.exchange/support/solutions/articles/80001140139,How do I tell if the email is from Delta Exchange or a phishing email?
80001014584,2,FAQs,false,Order Types on Delta,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014584,https://www.delta.exchange/support/solutions/articles/80001014584,Trailing-Stop Orders
80001014586,2,FAQs,false,Order Types on Delta,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014586,https://www.delta.exchange/support/solutions/articles/80001014586,Post-Only Orders
80001014588,2,FAQs,false,Order Types on Delta,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014588,https://www.delta.exchange/support/solutions/articles/80001014588,Stop-Limit Orders
80001014589,2,FAQs,false,Order Types on Delta,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014589,https://www.delta.exchange/support/solutions/articles/80001014589,Time-In-Force Orders
80001014590,2,FAQs,false,Order Types on Delta,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014590,https://www.delta.exchange/support/solutions/articles/80001014590,Stop-Market Orders
80001014591,2,FAQs,false,Order Types on Delta,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014591,https://www.delta.exchange/support/solutions/articles/80001014591,Reduce-Only Orders
80001014592,2,FAQs,false,Order Types on Delta,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014592,https://www.delta.exchange/support/solutions/articles/80001014592,Market Orders
80001014594,2,FAQs,false,Order Types on Delta,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014594,https://www.delta.exchange/support/solutions/articles/80001014594,Limit Orders
80001014596,2,FAQs,false,Futures Trading,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014596,https://www.delta.exchange/support/solutions/articles/80001014596,How to use Charting Tools to improve Technical Analysis
80001014598,2,FAQs,false,Futures Trading,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014598,https://www.delta.exchange/support/solutions/articles/80001014598,What is a quanto contract?
80001014600,2,FAQs,false,Futures Trading,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014600,https://www.delta.exchange/support/solutions/articles/80001014600,What is an inverse futures contract?
80001014602,2,FAQs,false,Security,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001014602,https://www.delta.exchange/support/solutions/articles/80001014602,How does Delta Exchange ensure safety of crypto in its custody?
80001140487,2,FAQs,false,Security,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001140487,https://www.delta.exchange/support/solutions/articles/80001140487,Authenticator Apps for 2FA
80001140488,2,FAQs,false,Security,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001140488,https://www.delta.exchange/support/solutions/articles/80001140488,How does Delta Exchange ensure safety of crypto in its custody?
80001151953,2,FAQs,false,Security,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001151953,https://www.delta.exchange/support/solutions/articles/80001151953,Beware of phishing scams
80001141031,2,FAQs,false,API,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001141031,https://www.delta.exchange/support/solutions/articles/80001141031,Tutorial: Trading View Automation On Delta Exchange
80001153883,2,FAQs,false,API,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001153883,https://www.delta.exchange/support/solutions/articles/80001153883,Common API Issues and How to Resolve Them
80001175322,2,FAQs,false,API,1,,category 'FAQs' not visible in India portal,https://deltaexchange.freshdesk.com/support/solutions/articles/80001175322,https://www.delta.exchange/support/solutions/articles/80001175322,Kickstarting Your Trading Journey with Delta Exchange Global APIs
80001177854,2,Account Setup & Access,true,Account Creation,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001177854,https://www.delta.exchange/support/solutions/articles/80001177854,How to open an account at Delta exchange ?
80001177856,2,Account Setup & Access,true,Account Creation,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001177856,https://www.delta.exchange/support/solutions/articles/80001177856,Common Mistakes to Avoid While Opening Your Account
80001177857,2,Account Setup & Access,true,Account Creation,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001177857,https://www.delta.exchange/support/solutions/articles/80001177857,What is a Sub Account?
80001132411,2,Account Setup & Access,true,Account Creation,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001132411,https://www.delta.exchange/support/solutions/articles/80001132411,Guide to Register on Delta Exchange India
80001143166,2,Account Setup & Access,true,Account Creation,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001143166,https://www.delta.exchange/support/solutions/articles/80001143166,Setting Up Delta Exchange India Account with Delta global email
80001177858,2,Account Setup & Access,true,Login,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001177858,https://www.delta.exchange/support/solutions/articles/80001177858,How to Reset Your Delta Exchange Password?
80001177859,2,Account Setup & Access,true,Login,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001177859,https://www.delta.exchange/support/solutions/articles/80001177859,Why is the Location Displayed During Login Different from My Actual Location?
80001132507,2,Account Setup & Access,true,Login,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001132507,https://www.delta.exchange/support/solutions/articles/80001132507,Why can’t I login into my account?
80001185526,2,Account Setup & Access,true,Login,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001185526,https://www.delta.exchange/support/solutions/articles/80001185526,How to Fix Common Login Issues
80001198974,2,Account Setup & Access,true,Login,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001198974,https://www.delta.exchange/support/solutions/articles/80001198974,How to Log in to Delta Exchange Account on Web Using QR Code
80001178000,2,Account Setup & Access,true,Login,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001178000,https://www.delta.exchange/support/solutions/articles/80001178000,How can I find my registered email ID and user ID?
80001177860,2,Account Setup & Access,true,Update Profile Details,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001177860,https://www.delta.exchange/support/solutions/articles/80001177860,How can I change my registered Email Address?
80001176583,2,Account Setup & Access,true,Update Profile Details,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001176583,https://www.delta.exchange/support/solutions/articles/80001176583,How can I change my registered Phone number?
80001200768,2,Account Setup & Access,true,Update Profile Details,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001200768,https://www.delta.exchange/support/solutions/articles/80001200768,VIP program
80001177866,2,Account Setup & Access,true,Email,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001177866,https://www.delta.exchange/support/solutions/articles/80001177866,Not Receiving Emails from Delta? Here's Why and How to Fix It?
80001176337,2,Account Setup & Access,true,Email,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001176337,https://www.delta.exchange/support/solutions/articles/80001176337,Steps to Update your Email
80001190414,2,Account Setup & Access,true,Email,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001190414,https://www.delta.exchange/support/solutions/articles/80001190414,How to Recover Your Registered Email ID on Delta Exchange (Step-by-Step Guide)
80001159772,2,Account Setup & Access,true,Account Closure,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001159772,https://www.delta.exchange/support/solutions/articles/80001159772,How Can I Delete My Delta Exchange Account?
80001177922,2,Account Setup & Access,true,Account Closure,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001177922,https://www.delta.exchange/support/solutions/articles/80001177922,Will All My Data Be Deleted from Delta’s System After Account Deletion?
80001177925,2,Account Setup & Access,true,Account Closure,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001177925,https://www.delta.exchange/support/solutions/articles/80001177925,Can Deleting My Account Help Me Change My Referral Code?
80001177927,2,Account Setup & Access,true,Account Closure,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001177927,https://www.delta.exchange/support/solutions/articles/80001177927,Can I Delete and Create a New Account Using the Same KYC Documents?
80001177928,2,Account Setup & Access,true,Account Closure,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001177928,https://www.delta.exchange/support/solutions/articles/80001177928,Can I Delete My Sub-Account on Delta Exchange?
80001202944,2,Account Setup & Access,true,Getting Started,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001202944,https://www.delta.exchange/support/solutions/articles/80001202944,Mark Price Chart vs Trade Price Chart
80001202254,2,Account Setup & Access,true,Getting Started,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001202254,https://www.delta.exchange/support/solutions/articles/80001202254,Understanding Lot Sizes on Delta Exchange
80001200076,2,Account Setup & Access,true,Getting Started,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001200076,https://www.delta.exchange/support/solutions/articles/80001200076,USD-INR Rate
80001190682,1,Account Setup & Access,true,Getting Started,1,,draft (Freshdesk status != 2),https://deltaexchange.freshdesk.com/support/solutions/articles/80001190682,https://www.delta.exchange/support/solutions/articles/80001190682,Important Notice: Tracker Delisting
80001177853,1,Account Setup & Access,true,Getting Started,1,,draft (Freshdesk status != 2),https://deltaexchange.freshdesk.com/support/solutions/articles/80001177853,https://www.delta.exchange/support/solutions/articles/80001177853,Account Creation
80001175415,1,Account Setup & Access,true,Getting Started,1,,draft (Freshdesk status != 2),https://deltaexchange.freshdesk.com/support/solutions/articles/80001175415,https://www.delta.exchange/support/solutions/articles/80001175415,Tracker - User Guide
80001132517,2,Account Setup & Access,true,App & Access,1,true,,https://deltaexchange.freshdesk.com/support/solutions/articles/80001132517,https://www.delta.exchange/support/solutions/articles/80001132517,How do I install the Delta Exchange app?
